genes	logFC	logCPM	PValue	FDR
ENSG00000130518	ENSG00000130518	-1.2772332561851	3.03771890447373	9.8965270777795e-21	5.75153760795862e-20
ENSG00000274213	ENSG00000274213	2.16300367162694	-0.861517758046394	9.98646021762227e-21	5.80205830027149e-20
ENSG00000088387	ENSG00000088387	-0.76484384533163	6.3081823598079	1.0235381608416e-20	5.94489181934399e-20
ENSG00000253125	ENSG00000253125	3.21191713395019	2.82209715602893	1.03332870227805e-20	5.99995307201906e-20
ENSG00000276550	ENSG00000276550	-0.951237900656296	4.15538188952456	1.03783727949663e-20	6.02432108332807e-20
ENSG00000140743	ENSG00000140743	0.701444207183276	5.54678720490162	1.03997965829409e-20	6.0349435382773e-20
ENSG00000176485	ENSG00000176485	-1.12717472112582	6.77122211082443	1.05736160188421e-20	6.1339673949547e-20
ENSG00000198909	ENSG00000198909	-0.617063199995031	5.33724437973906	1.07345033551569e-20	6.22543187676136e-20
ENSG00000083097	ENSG00000083097	-0.805929098347369	4.59101766951329	1.07894736741824e-20	6.25543374663433e-20
ENSG00000206567	ENSG00000206567	-0.793506966360832	2.76077989634697	1.10180156095745e-20	6.38601936830961e-20
ENSG00000106628	ENSG00000106628	0.749939002951226	6.71072483975153	1.11301811339122e-20	6.44784365768953e-20
ENSG00000167969	ENSG00000167969	1.07981697686694	5.8922892052516	1.11313586284266e-20	6.44784365768953e-20
ENSG00000088038	ENSG00000088038	0.598370391821923	5.71853928877963	1.14967690634801e-20	6.65751153382218e-20
ENSG00000088298	ENSG00000088298	0.61515733018337	5.20403312837623	1.15038143417577e-20	6.65959500911225e-20
ENSG00000198805	ENSG00000198805	0.92153374616767	4.80262758341094	1.15941134908117e-20	6.70985873024269e-20
ENSG00000135845	ENSG00000135845	0.616963796214899	5.56023931707792	1.17510798485881e-20	6.7986630882008e-20
ENSG00000260196	ENSG00000260196	1.69137551713367	1.06923494942737	1.19121624104402e-20	6.88979501331988e-20
ENSG00000286067	ENSG00000286067	-1.09637301945491	0.870454016841553	1.20638409658903e-20	6.9754348931179e-20
ENSG00000079393	ENSG00000079393	3.74634327486426	-0.359213344939496	1.2226010848274e-20	7.06708789847267e-20
ENSG00000112514	ENSG00000112514	0.780061932997685	7.12755283560106	1.22507485922701e-20	7.07926895918256e-20
ENSG00000068078	ENSG00000068078	2.38916376720583	5.04642530453765	1.22738707637365e-20	7.09050943223271e-20
ENSG00000155099	ENSG00000155099	-0.903707802275909	3.10034981313625	1.24505724844728e-20	7.19043824379806e-20
ENSG00000089692	ENSG00000089692	2.10658438478113	2.67806894331943	1.26619729112076e-20	7.31034048711026e-20
ENSG00000101945	ENSG00000101945	0.786900854569984	3.66604220663034	1.27203253650901e-20	7.34183583516017e-20
ENSG00000145214	ENSG00000145214	0.862351144981937	4.64879671925296	1.27418652581123e-20	7.35207147718679e-20
ENSG00000099800	ENSG00000099800	1.06533357637129	5.72776623367521	1.28905309961391e-20	7.43563086842087e-20
ENSG00000175556	ENSG00000175556	-1.31049893962069	0.931486823583287	1.32562242082054e-20	7.64429072400333e-20
ENSG00000203724	ENSG00000203724	1.34838193287573	1.02112088541172	1.36833974419386e-20	7.88591502933684e-20
ENSG00000267801	ENSG00000267801	1.606740196138	-0.440058748932688	1.368137268615e-20	7.88591502933684e-20
ENSG00000197021	ENSG00000197021	0.85137215355678	4.66639151800954	1.38649838033061e-20	7.98818243698977e-20
ENSG00000114784	ENSG00000114784	-0.47389762530909	5.14875676812814	1.48595641233817e-20	8.55864817338963e-20
ENSG00000197599	ENSG00000197599	2.02544063987934	0.956051841311977	1.50872450419727e-20	8.68719522267743e-20
ENSG00000287595	ENSG00000287595	1.88127468520082	-0.555454622396566	1.51219914292879e-20	8.70460758137617e-20
ENSG00000104880	ENSG00000104880	0.810403228540264	4.95887556969472	1.51848736149506e-20	8.73820043174311e-20
ENSG00000250971	ENSG00000250971	-1.87778081263078	-1.93548205665617	1.52144088085908e-20	8.75258931996299e-20
ENSG00000177238	ENSG00000177238	3.44048681889299	0.768281172839283	1.52361608862869e-20	8.76249348024087e-20
ENSG00000159648	ENSG00000159648	-1.94012723030747	-1.29459030015611	1.54158361696252e-20	8.86318818823866e-20
ENSG00000135052	ENSG00000135052	1.20718105421064	8.06510345482107	1.54882963119999e-20	8.90219899301438e-20
ENSG00000134851	ENSG00000134851	0.586883758524166	6.51583277407855	1.56371402522077e-20	8.98507660297882e-20
ENSG00000147684	ENSG00000147684	0.965720871161585	6.84202105241237	1.56420784417576e-20	8.98524149086746e-20
ENSG00000167657	ENSG00000167657	0.908577186106456	5.84522799287628	1.57684110323137e-20	9.05511784548861e-20
ENSG00000234115	ENSG00000234115	3.61148159396735	-0.795882798140153	1.57759457905188e-20	9.05675247492545e-20
ENSG00000141741	ENSG00000141741	1.8416514939005	5.96298216622274	1.5824014157422e-20	9.0816490045478e-20
ENSG00000197982	ENSG00000197982	0.971359261909916	5.24524059088229	1.58482291977121e-20	9.09284501459465e-20
ENSG00000143512	ENSG00000143512	3.19825015830506	1.73914615275625	1.59326111053701e-20	9.13854457641149e-20
ENSG00000168743	ENSG00000168743	1.94380697319112	7.57931901745497	1.61179853678777e-20	9.24212648669225e-20
ENSG00000127922	ENSG00000127922	0.812230072542986	6.42226302660566	1.6292306907425e-20	9.33931112277853e-20
ENSG00000150093	ENSG00000150093	-0.806477426206628	8.72433331528756	1.65914741846482e-20	9.50798274396425e-20
ENSG00000140650	ENSG00000140650	0.834543994797136	3.70662603001855	1.68039670098885e-20	9.62689901236734e-20
ENSG00000135587	ENSG00000135587	0.845647250356183	3.94680684111798	1.72470316294588e-20	9.87779890358392e-20
ENSG00000144792	ENSG00000144792	-0.955865585408137	1.35682691739468	1.74330692697971e-20	9.98138803064434e-20
ENSG00000163162	ENSG00000163162	0.431418914058203	5.98017658287326	1.74659105219641e-20	9.99722842854227e-20
ENSG00000211897	ENSG00000211897	3.20252380447641	8.08972416641219	1.75236547564551e-20	1.0027309318282e-19
ENSG00000070770	ENSG00000070770	-0.541793916296425	4.85981161794836	1.75869995914496e-20	1.00605761950732e-19
ENSG00000165548	ENSG00000165548	1.80755266683706	4.91386500264786	1.76523366507968e-20	1.00949626826552e-19
ENSG00000281641	ENSG00000281641	1.63576752978069	-0.350044719507187	1.78300954512153e-20	1.01936011816093e-19
ENSG00000285872	ENSG00000285872	1.42148677358847	-0.313263369916248	1.78477029034421e-20	1.02006486594288e-19
ENSG00000269416	ENSG00000269416	3.70795602832798	0.588884128855373	1.83421061546129e-20	1.04801185062056e-19
ENSG00000243649	ENSG00000243649	2.13625882755142	3.00693607916438	1.85288619849585e-20	1.05836947316803e-19
ENSG00000105509	ENSG00000105509	-1.92844405565192	0.651900792627661	1.90528601947518e-20	1.08797857890102e-19
ENSG00000188833	ENSG00000188833	2.70088222708266	2.10022976439131	1.91485330680949e-20	1.09311868147003e-19
ENSG00000118564	ENSG00000118564	-0.63273578572136	7.04842297158039	1.92455697458571e-20	1.09833357858336e-19
ENSG00000212719	ENSG00000212719	-1.02533830627882	3.03596108315233	1.92872558632168e-20	1.10038750373781e-19
ENSG00000260806	ENSG00000260806	1.3713476496657	-0.28416557231765	1.93974236985913e-20	1.1063461204883e-19
ENSG00000134058	ENSG00000134058	0.584488561853058	4.91107994666651	1.97677606951159e-20	1.12713577658869e-19
ENSG00000225556	ENSG00000225556	1.60706939541602	1.23233902233783	1.99252090188035e-20	1.13577806971156e-19
ENSG00000113504	ENSG00000113504	0.742632349664923	6.75905306747006	2.042138738669e-20	1.1637178806374e-19
ENSG00000165572	ENSG00000165572	-0.638239302100674	4.37839008388243	2.06163767876708e-20	1.1744829453973e-19
ENSG00000205744	ENSG00000205744	0.962221394419119	4.23839314230434	2.06451162003713e-20	1.17542692236597e-19
ENSG00000205913	ENSG00000205913	1.22340699764396	1.73542625083877	2.06405022663828e-20	1.17542692236597e-19
ENSG00000169926	ENSG00000169926	-0.741019299697747	6.42826380874879	2.06704884664807e-20	1.17652473834848e-19
ENSG00000167207	ENSG00000167207	1.43150156773075	3.1372054133081	2.10319788672765e-20	1.19674747498689e-19
ENSG00000117472	ENSG00000117472	2.48302567361348	6.646378257271	2.12456560332196e-20	1.20855000956931e-19
ENSG00000213190	ENSG00000213190	1.41627715127077	2.86226678339368	2.17359790956027e-20	1.23607784565456e-19
ENSG00000163155	ENSG00000163155	0.776914030931537	4.09036881689007	2.21333408104289e-20	1.25830452553227e-19
ENSG00000157542	ENSG00000157542	3.17825472234971	0.227685280004358	2.27795289929518e-20	1.29466002084684e-19
ENSG00000142409	ENSG00000142409	1.00703970751107	4.7653270677531	2.30233726976224e-20	1.30813386403727e-19
ENSG00000249464	ENSG00000249464	-1.369115906435	-0.300862355024915	2.33189212956689e-20	1.32453667036087e-19
ENSG00000106524	ENSG00000106524	-0.609803081453738	4.3582321821213	2.34256162762804e-20	1.33020592364839e-19
ENSG00000129991	ENSG00000129991	4.397843002826	-0.295167801235477	2.40148024557129e-20	1.3632616921524e-19
ENSG00000099625	ENSG00000099625	1.54653935635461	0.294916718634004	2.41923136693539e-20	1.37289646556425e-19
ENSG00000104953	ENSG00000104953	1.66979349366995	2.3870387437074	2.4198739337645e-20	1.37289646556425e-19
ENSG00000156515	ENSG00000156515	0.593009630991592	7.72735103689471	2.42928826940999e-20	1.3778329650165e-19
ENSG00000196517	ENSG00000196517	1.53185625530375	4.86030302278073	2.4890123869573e-20	1.41129267071445e-19
ENSG00000139117	ENSG00000139117	-1.00873700382951	3.21253939356984	2.49363197537524e-20	1.41349713909328e-19
ENSG00000241468	ENSG00000241468	0.837111604182393	4.85128110310964	2.50439298301431e-20	1.41918051175918e-19
ENSG00000232653	ENSG00000232653	-1.13320510119355	-0.35670020688166	2.51191291972429e-20	1.42302445112123e-19
ENSG00000255224	ENSG00000255224	1.49103627562085	0.765448803967899	2.54136561907039e-20	1.43928762911761e-19
ENSG00000177674	ENSG00000177674	0.827124344877227	5.81928542111506	2.57290102416932e-20	1.45672045676738e-19
ENSG00000133789	ENSG00000133789	-0.622235879685147	6.53748484160761	2.57579628707075e-20	1.45793239594587e-19
ENSG00000103507	ENSG00000103507	0.677806455269665	6.09582390695242	2.60246344164592e-20	1.47259486718558e-19
ENSG00000123143	ENSG00000123143	0.879491400639325	7.17663437335884	2.60825226506487e-20	1.47543827983962e-19
ENSG00000134287	ENSG00000134287	0.588048573879624	7.91566849042152	2.64665315907534e-20	1.49672265008833e-19
ENSG00000283162	ENSG00000283162	2.79439569964771	0.118088014889679	2.68642236100441e-20	1.51876813491025e-19
ENSG00000037897	ENSG00000037897	0.777370679155165	4.07389859858979	2.70069671930139e-20	1.52639143427339e-19
ENSG00000150753	ENSG00000150753	0.80083095362377	7.57683579225908	2.71541220011239e-20	1.53425951686958e-19
ENSG00000275437	ENSG00000275437	1.52368001027083	-0.0464813038382603	2.77807240222035e-20	1.5692047563185e-19
ENSG00000258498	ENSG00000258498	-1.61188627292525	0.930753021031309	2.83009719038177e-20	1.59812386798583e-19
ENSG00000175213	ENSG00000175213	0.673819518494162	3.99534323803734	2.83305763983397e-20	1.59932809720376e-19
ENSG00000005448	ENSG00000005448	1.0239259625014	3.91677228207384	2.8635869163252e-20	1.61609033156793e-19
ENSG00000102265	ENSG00000102265	1.09252552129261	8.37748869568901	2.874931632635e-20	1.62201896259471e-19
ENSG00000052344	ENSG00000052344	1.33036611370375	7.21422667885261	2.90168045743217e-20	1.63663249858904e-19
ENSG00000245149	ENSG00000245149	1.24354284342851	2.01466889446639	2.97806730036944e-20	1.67922662313301e-19
ENSG00000140459	ENSG00000140459	-1.33683267529289	0.328462439435764	3.01265543450735e-20	1.6982339563412e-19
ENSG00000137124	ENSG00000137124	0.82466471123751	5.57685395942967	3.0723317237896e-20	1.73136826838295e-19
ENSG00000286519	ENSG00000286519	2.52648534842282	-0.525557227117458	3.089105078119e-20	1.74031297460201e-19
ENSG00000177084	ENSG00000177084	0.723641577338875	5.82026509419189	3.14355589759896e-20	1.77047267725413e-19
ENSG00000237442	ENSG00000237442	5.92766962489137	2.08032777304249	3.17277735197194e-20	1.78640958570078e-19
ENSG00000213638	ENSG00000213638	1.45330550988042	0.626286477235562	3.18142862676575e-20	1.79075868915678e-19
ENSG00000187037	ENSG00000187037	1.97131304903277	0.459927415212825	3.24683300686784e-20	1.82704107272569e-19
ENSG00000176749	ENSG00000176749	1.34687405987174	2.74984186179735	3.28572526900114e-20	1.84838790758777e-19
ENSG00000213516	ENSG00000213516	-0.615108206643426	4.54434289708944	3.30760865807241e-20	1.86015674109586e-19
ENSG00000283445	ENSG00000283445	-1.5610974698738	-1.46059567648614	3.30948210316304e-20	1.86066866323934e-19
ENSG00000169220	ENSG00000169220	1.07592681692057	4.378183203979	3.32188029452206e-20	1.8670958257078e-19
ENSG00000140941	ENSG00000140941	-0.481258683357569	6.43640214161017	3.37500507376814e-20	1.89640337449252e-19
ENSG00000156711	ENSG00000156711	0.763919410861396	6.72214183215785	3.3790488025275e-20	1.89812343027701e-19
ENSG00000179403	ENSG00000179403	1.1023470984799	6.77929790352887	3.38329946081889e-20	1.89995869139823e-19
ENSG00000130294	ENSG00000130294	4.49029847954634	3.91585066494939	3.44467081302403e-20	1.93386081854107e-19
ENSG00000134668	ENSG00000134668	2.03339137221033	2.3034838477109	3.44680353076367e-20	1.93449595024092e-19
ENSG00000117114	ENSG00000117114	-1.12310109927236	5.47557103522438	3.44857497107622e-20	1.93492800729743e-19
ENSG00000177885	ENSG00000177885	0.695923694631635	7.87991711518485	3.47532807140134e-20	1.9493724646728e-19
ENSG00000177398	ENSG00000177398	2.71588246482166	0.743100539619435	3.50218987863038e-20	1.96386949420556e-19
ENSG00000167705	ENSG00000167705	-0.899937604279307	2.47396101533691	3.51313361485752e-20	1.9694345667968e-19
ENSG00000164941	ENSG00000164941	0.799795459966132	5.68905614384303	3.51851159335032e-20	1.97187719641257e-19
ENSG00000102054	ENSG00000102054	0.83213346388433	7.61675098524051	3.59041774081653e-20	2.01159193495051e-19
ENSG00000145860	ENSG00000145860	-0.952724792778696	5.70039084937271	3.63775389622803e-20	2.03752188365709e-19
ENSG00000105771	ENSG00000105771	0.623310933222184	5.29242243370794	3.69432518394249e-20	2.06860793922902e-19
ENSG00000164062	ENSG00000164062	0.685019834080985	6.83800366929059	3.72338168644512e-20	2.08427375887415e-19
ENSG00000198010	ENSG00000198010	-1.59422341015682	-1.35222481648841	3.73056546725693e-20	2.08769014184442e-19
ENSG00000178952	ENSG00000178952	0.664590794260142	7.64028066438154	3.77384136072961e-20	2.11129647861496e-19
ENSG00000166145	ENSG00000166145	0.936216770986899	7.80074379048482	3.80662333211194e-20	2.12901996322347e-19
ENSG00000131759	ENSG00000131759	1.26112471411339	6.69102216060363	3.81610982735688e-20	2.13370794920058e-19
ENSG00000196405	ENSG00000196405	1.54192037654188	8.02901723283374	3.84657475768503e-20	2.15011953613887e-19
ENSG00000188389	ENSG00000188389	2.26471423592107	1.29301188829537	3.85301936544958e-20	2.15309887479766e-19
ENSG00000185149	ENSG00000185149	-3.19815241148835	1.51861486811718	3.8701754725132e-20	2.16206043314083e-19
ENSG00000270804	ENSG00000270804	1.37726718028723	1.25479937472617	3.88594591705279e-20	2.17024293800595e-19
ENSG00000251442	ENSG00000251442	1.0673400338849	2.34747493341948	3.97163885018253e-20	2.21746009560191e-19
ENSG00000145901	ENSG00000145901	-0.538008847911362	7.08924170534458	3.98258843680197e-20	2.22293104369086e-19
ENSG00000176531	ENSG00000176531	1.17256951697233	4.06829504042733	3.98969215503901e-20	2.22625283220808e-19
ENSG00000267107	ENSG00000267107	-1.12181655820974	2.99627354791431	4.03797379635138e-20	2.25254339583933e-19
ENSG00000188010	ENSG00000188010	0.715693402026419	3.86200251785236	4.07100193379991e-20	2.27031222162664e-19
ENSG00000170231	ENSG00000170231	4.60895615843458	0.0187800036750501	4.11809898578763e-20	2.29591446486134e-19
ENSG00000153132	ENSG00000153132	2.46951994395161	4.36226360046819	4.13474285267171e-20	2.30452863323462e-19
ENSG00000078401	ENSG00000078401	-1.32387473494541	4.01923981606744	4.22207903243657e-20	2.35252733627371e-19
ENSG00000168701	ENSG00000168701	0.841406312546026	5.1091237319463	4.26697954104513e-20	2.37686017225807e-19
ENSG00000262879	ENSG00000262879	-0.759009756449435	3.76491052968231	4.30500669956114e-20	2.39735138143909e-19
ENSG00000161847	ENSG00000161847	0.913228630930977	4.38195452378367	4.33431440667585e-20	2.41297653337649e-19
ENSG00000204178	ENSG00000204178	0.546953819085905	5.95124715196016	4.33643085521652e-20	2.41345926998193e-19
ENSG00000074370	ENSG00000074370	1.62721703734964	6.71787116496856	4.33936887307242e-20	2.41439884475844e-19
ENSG00000176340	ENSG00000176340	0.819628745314216	5.65540357584471	4.36673981292931e-20	2.42892829559943e-19
ENSG00000106012	ENSG00000106012	0.748821238530723	5.75413257528433	4.37716048292973e-20	2.4340237826493e-19
ENSG00000106028	ENSG00000106028	0.58247448332281	6.10174574541906	4.41045010293844e-20	2.45182949895151e-19
ENSG00000028528	ENSG00000028528	-0.581288635700304	7.22321319704117	4.44445048856639e-20	2.47001998095873e-19
ENSG00000040275	ENSG00000040275	0.770787564913183	3.87638029362947	4.51399861505081e-20	2.50795010772366e-19
ENSG00000174748	ENSG00000174748	-0.507072164897161	9.66309895020458	4.55203712072123e-20	2.52835690333792e-19
ENSG00000257219	ENSG00000257219	-1.41707143510856	-1.06601018498701	4.57092779524387e-20	2.53811966509115e-19
ENSG00000137168	ENSG00000137168	0.713581023233233	5.08362201954786	4.66408136443243e-20	2.58910125856625e-19
ENSG00000223612	ENSG00000223612	1.0787455981849	0.900104773510587	4.82780892184245e-20	2.67921898167631e-19
ENSG00000286320	ENSG00000286320	-1.25680712984854	-0.59084621642396	4.97272399370499e-20	2.75884784923587e-19
ENSG00000137364	ENSG00000137364	0.699912655143706	5.24330534192509	5.09626396984918e-20	2.82657557764991e-19
ENSG00000131061	ENSG00000131061	0.591934386254615	3.27229379750388	5.10223746844033e-20	2.82907644705311e-19
ENSG00000217801	ENSG00000217801	1.49054316947313	1.91956397181644	5.13299840919415e-20	2.84531601919118e-19
ENSG00000109667	ENSG00000109667	-0.848985174212217	2.51198927541643	5.21902143408893e-20	2.89217028295267e-19
ENSG00000091483	ENSG00000091483	0.630846164388301	6.59163057717005	5.22827841754858e-20	2.8964692420477e-19
ENSG00000226979	ENSG00000226979	2.20127690957109	0.310376100941661	5.23874633841249e-20	2.90143640382604e-19
ENSG00000107338	ENSG00000107338	0.820494146067654	4.0880683161323	5.2998387263339e-20	2.93443062525991e-19
ENSG00000122515	ENSG00000122515	0.657491093133411	6.96706088911783	5.356915484593e-20	2.96518319001053e-19
ENSG00000134627	ENSG00000134627	-1.08449659539722	1.50854232816301	5.44922325945921e-20	3.01541377617396e-19
ENSG00000167112	ENSG00000167112	0.566732615639948	5.40273338583946	5.55110242568577e-20	3.07091055725652e-19
ENSG00000287226	ENSG00000287226	4.27223966513374	-0.00102534921338928	5.5660326565567e-20	3.07828854449935e-19
ENSG00000174013	ENSG00000174013	0.762474737835501	5.1382206492247	5.60892551958044e-20	3.10112258692773e-19
ENSG00000257354	ENSG00000257354	-0.976526994959062	1.9572929471423	5.74817323272211e-20	3.17720201744566e-19
ENSG00000249264	ENSG00000249264	-0.732327860666022	1.95655652998826	5.75751231462073e-20	3.18145374410307e-19
ENSG00000137331	ENSG00000137331	1.58368189529244	5.555352979409	5.80887877112685e-20	3.20891964828792e-19
ENSG00000182685	ENSG00000182685	1.61297282826366	1.1142173346811	5.8481530591013e-20	3.2296918466472e-19
ENSG00000162817	ENSG00000162817	-1.12973259993352	5.88333172389966	5.93069440394714e-20	3.27433993985284e-19
ENSG00000101096	ENSG00000101096	-0.929719303356734	4.79301795299833	5.94142217529314e-20	3.27932553092323e-19
ENSG00000126001	ENSG00000126001	0.845920346192994	5.76990670434547	5.95027913212614e-20	3.28327598613004e-19
ENSG00000105483	ENSG00000105483	-0.586404057169599	5.08424967203895	6.0422561428558e-20	3.33307550450281e-19
ENSG00000122971	ENSG00000122971	-1.04016809054506	4.50556442017097	6.12448165702837e-20	3.37746893092989e-19
ENSG00000023892	ENSG00000023892	1.0143687003958	4.66591087486705	6.24892718513095e-20	3.44511345212214e-19
ENSG00000162989	ENSG00000162989	5.30304548955838	5.81445460337984	6.32680949293452e-20	3.48705579984334e-19
ENSG00000105270	ENSG00000105270	-0.813689918458551	4.24900629605894	6.38361067046014e-20	3.51735855481885e-19
ENSG00000186453	ENSG00000186453	-1.7076590468921	-2.1166754126584	6.51717523080219e-20	3.5889051057194e-19
ENSG00000269313	ENSG00000269313	1.27135666631729	2.46747188586309	6.51642632084657e-20	3.5889051057194e-19
ENSG00000203896	ENSG00000203896	1.54149546470144	0.695930029950602	6.56383821490608e-20	3.61357157696083e-19
ENSG00000204338	ENSG00000204338	2.4464110400852	2.00802886856804	6.68164318785033e-20	3.67737843597985e-19
ENSG00000196391	ENSG00000196391	-0.853876030127509	2.35445797008444	6.7778746573284e-20	3.72927891285303e-19
ENSG00000032219	ENSG00000032219	-0.658215079087896	4.90342063705394	6.79061248653925e-20	3.73522357673591e-19
ENSG00000103047	ENSG00000103047	-0.594086457134562	3.59068824627259	6.82173738056318e-20	3.75127590998347e-19
ENSG00000278934	ENSG00000278934	-1.30135764603652	-0.259910065752999	6.86068035164243e-20	3.77161704704122e-19
ENSG00000106100	ENSG00000106100	-0.702723907416762	3.59144028752194	6.97782565296923e-20	3.83492563197893e-19
ENSG00000102935	ENSG00000102935	-1.09553624744575	3.6108786679206	7.08749988956186e-20	3.89409336935597e-19
ENSG00000148396	ENSG00000148396	0.791157770814371	8.04089564776703	7.14673495724252e-20	3.92552248802989e-19
ENSG00000126950	ENSG00000126950	-1.51077154331418	0.256346932190751	7.1602258247646e-20	3.93181473799893e-19
ENSG00000121879	ENSG00000121879	-0.687662415672951	5.35961209317382	7.22308274126655e-20	3.96520353497548e-19
ENSG00000135637	ENSG00000135637	0.692441164247513	3.2202620338712	7.36751146280871e-20	4.04334052382212e-19
ENSG00000136463	ENSG00000136463	0.776204134868876	4.64692600699771	7.38393193236409e-20	4.05120128001731e-19
ENSG00000170382	ENSG00000170382	1.61050208763202	5.05575981863056	7.42284197112082e-20	4.07139299256423e-19
ENSG00000175279	ENSG00000175279	1.06589512061466	0.538999344336419	7.46332575438862e-20	4.09243618856882e-19
ENSG00000007237	ENSG00000007237	-1.03050699419169	5.83750117850665	7.63913724240251e-20	4.1876519083068e-19
ENSG00000260329	ENSG00000260329	-0.913407143989826	0.216266793460006	7.65754798192832e-20	4.19655352950046e-19
ENSG00000081692	ENSG00000081692	0.905085325389498	3.33175126916246	7.72306260327387e-20	4.23125704396043e-19
ENSG00000102606	ENSG00000102606	-0.534335814908258	6.06672162769042	7.91248842598428e-20	4.33380922634432e-19
ENSG00000143643	ENSG00000143643	0.724480041625671	4.60244813429385	7.92087961040166e-20	4.33717551909692e-19
ENSG00000144395	ENSG00000144395	1.37934470267662	1.19124483532708	7.94635785740962e-20	4.34989348510737e-19
ENSG00000101473	ENSG00000101473	0.612658018881181	3.93049233069836	7.99107251803954e-20	4.37313141369654e-19
ENSG00000213676	ENSG00000213676	0.558729348881707	6.72461868139721	8.10639737436288e-20	4.43498681614109e-19
ENSG00000158477	ENSG00000158477	3.44787070109748	0.91931091368415	8.16734267469229e-20	4.4658003337024e-19
ENSG00000185269	ENSG00000185269	2.92559744998736	0.26866311110875	8.16506178637308e-20	4.4658003337024e-19
ENSG00000229950	ENSG00000229950	1.32533985114082	0.184376363019907	8.17297768405818e-20	4.46761694682048e-19
ENSG00000108878	ENSG00000108878	3.14980696075893	1.01805147610696	8.28565075442847e-20	4.52792648582883e-19
ENSG00000286649	ENSG00000286649	-3.05029695514802	-2.47129020592485	8.40158568470735e-20	4.58998394392468e-19
ENSG00000117408	ENSG00000117408	0.495218506876917	5.65243136716027	8.56348564569717e-20	4.67711098964032e-19
ENSG00000069696	ENSG00000069696	1.75781314673031	0.00489064821701639	8.58140297791127e-20	4.68557215170407e-19
ENSG00000163170	ENSG00000163170	0.77227197384701	2.31871279473309	8.87880540617029e-20	4.84658838192703e-19
ENSG00000272620	ENSG00000272620	4.06189318814747	2.25450429377299	8.91200350714037e-20	4.86333569917903e-19
ENSG00000138496	ENSG00000138496	0.951906555993226	6.88414111565216	8.94045003533905e-20	4.87748132681953e-19
ENSG00000163462	ENSG00000163462	1.58641594736317	2.73109029902738	9.40988251589755e-20	5.13213185889635e-19
ENSG00000027869	ENSG00000027869	1.71473754268752	2.26884081264457	9.83802812855318e-20	5.36412721951426e-19
ENSG00000229525	ENSG00000229525	1.57206845385728	-0.859837353675901	1.00187908515271e-19	5.46114564531042e-19
ENSG00000198700	ENSG00000198700	0.609757768913152	7.04046767088781	1.00271712527338e-19	5.46417191143336e-19
ENSG00000270953	ENSG00000270953	-1.28990612639238	-1.11422840654766	1.00458880776009e-19	5.47282757707544e-19
ENSG00000108813	ENSG00000108813	2.097994624424	1.08203084349798	1.01446734037137e-19	5.52508601107811e-19
ENSG00000138688	ENSG00000138688	-0.832009078218957	6.75750700339631	1.03236963419877e-19	5.6210024220552e-19
ENSG00000011485	ENSG00000011485	0.536351258161174	5.77614321547721	1.04709538006175e-19	5.69957412004307e-19
ENSG00000239697	ENSG00000239697	-0.720663981323542	4.17703277837218	1.05405046902082e-19	5.73581604522374e-19
ENSG00000165359	ENSG00000165359	-0.994791733142066	3.39108543752685	1.05565957777556e-19	5.74295458278467e-19
ENSG00000280304	ENSG00000280304	-1.63395697953992	-1.714073002437	1.06511802567666e-19	5.79277872185298e-19
ENSG00000235049	ENSG00000235049	2.56274350216436	0.595914912053801	1.08468730648163e-19	5.89754837788128e-19
ENSG00000164692	ENSG00000164692	1.58659603164207	12.357577988355	1.08989275644503e-19	5.92418353095246e-19
ENSG00000185664	ENSG00000185664	-1.19481243010394	2.11720730469241	1.11263932174323e-19	6.04612276158527e-19
ENSG00000165355	ENSG00000165355	-0.550855519011415	3.93748629313095	1.11933665251333e-19	6.08080580800127e-19
ENSG00000162885	ENSG00000162885	0.655896694749023	4.75479586912519	1.12353451474991e-19	6.10189478660071e-19
ENSG00000266601	ENSG00000266601	-1.11035799929425	-0.93874684262073	1.12842102844154e-19	6.12671091271323e-19
ENSG00000163638	ENSG00000163638	-1.13031813152455	4.42976447626461	1.14402178603671e-19	6.20966925053588e-19
ENSG00000130962	ENSG00000130962	-1.00623841853527	3.39314878811329	1.16711668775159e-19	6.33324723988348e-19
ENSG00000172831	ENSG00000172831	-0.563326038064044	5.05696369368937	1.17139799889413e-19	6.35469433940936e-19
ENSG00000205213	ENSG00000205213	-1.19481380192212	5.36300506718828	1.20546543945318e-19	6.53767023002709e-19
ENSG00000259683	ENSG00000259683	-1.69602483787681	-0.779407026920994	1.20829592102792e-19	6.55118175762484e-19
ENSG00000186940	ENSG00000186940	1.41279779217383	1.496261293516	1.21251820899378e-19	6.57222973101626e-19
ENSG00000162896	ENSG00000162896	-2.32734805837589	6.6294996770723	1.22359169409267e-19	6.63039112103289e-19
ENSG00000128346	ENSG00000128346	-1.08009676080791	0.99483153449003	1.23070988774025e-19	6.66709299253119e-19
ENSG00000057593	ENSG00000057593	2.83164240618363	3.1762408468967	1.23529993332955e-19	6.69008245361934e-19
ENSG00000149761	ENSG00000149761	0.917684188994757	3.89096154685955	1.25044204510155e-19	6.77019042244163e-19
ENSG00000185522	ENSG00000185522	1.74924950041714	2.01060030673004	1.25534552696259e-19	6.79483465672831e-19
ENSG00000169946	ENSG00000169946	-1.09196179482919	3.031606968494	1.27886118169963e-19	6.92017935800377e-19
