mirnaid	genesymbol
hsa-miR-1827	CLCN5
hsa-miR-1827	CLCN5
hsa-miR-1827	MPV17L
hsa-miR-1827	AHCYL2
hsa-miR-1827	AHCYL2
hsa-miR-1827	AHCYL2
hsa-miR-1827	MAP4
hsa-miR-1827	GLG1
hsa-miR-1827	GLG1
hsa-miR-1827	SH3BP2
hsa-miR-1827	SH3BP2
hsa-miR-1827	SH3BP2
hsa-miR-1827	SH3BP2
hsa-miR-1827	CYP51A1
hsa-miR-1827	APAF1
hsa-miR-1827	TPBG
hsa-miR-1827	EGF
hsa-miR-1827	EGF
hsa-miR-1827	TFDP2
hsa-miR-1827	TFDP2
hsa-miR-1827	TFDP2
hsa-miR-1827	TFDP2
hsa-miR-1827	TFDP2
hsa-miR-1827	TFDP2
hsa-miR-1827	TFDP2
hsa-miR-1827	TFDP2
hsa-miR-1827	EIF1AD
hsa-miR-1827	EIF1AD
hsa-miR-184	BIN3
hsa-miR-184	LRRC8A
hsa-miR-184	LRRC8A
hsa-miR-1913	PDRG1
hsa-miR-1913	USP49
hsa-miR-1913	KREMEN1
hsa-miR-1913	NACC2
hsa-miR-1913	NFIC
hsa-miR-1913	MGAT5
hsa-miR-1913	ZDHHC8
hsa-miR-1913	MGAT5
hsa-miR-1913	MGAT5
hsa-miR-1913	USP49
hsa-miR-1913	IRGQ
hsa-miR-1913	IRGQ
hsa-miR-1913	KDM6B
hsa-miR-1973	SLC48A1
hsa-miR-1976	CREM
hsa-miR-1976	CREM
hsa-miR-1976	CREM
hsa-miR-1976	CREM
hsa-miR-1976	CREM
hsa-miR-1976	CREM
hsa-miR-1976	CREM
hsa-miR-1976	CREM
hsa-miR-1976	CREM
hsa-miR-1976	CREM
hsa-miR-1976	POFUT1
hsa-miR-1976	CREM
hsa-miR-1976	CREM
hsa-miR-1976	ORAI2
hsa-miR-1976	LAX1
hsa-miR-1976	SLC43A2
hsa-miR-1976	SLC43A2
hsa-miR-1976	PNPLA3
hsa-miR-1976	HNRNPA1
hsa-miR-1976	ORAI2
hsa-miR-1976	PURB
hsa-miR-1976	BACE2
hsa-miR-1976	BACE2
hsa-miR-1976	SLC43A2
hsa-miR-1976	TCEANC2
hsa-miR-1976	PIAS2
hsa-miR-1976	UBN2
hsa-miR-1976	RIMS4
hsa-miR-1976	RIMS4
hsa-miR-1976	RIMS4
hsa-miR-1976	DSTYK
hsa-miR-1976	MPRIP
hsa-miR-1976	GTF2H5
hsa-miR-1976	GTF2H5
hsa-miR-1976	MPRIP
hsa-miR-1976	KIF14
hsa-miR-1976	PISD
hsa-miR-1976	KIF14
hsa-miR-1976	MPRIP
hsa-miR-1976	LAX1
hsa-miR-1976	GNL3L
hsa-miR-1976	HNRNPA1
hsa-miR-1976	PRKCA
hsa-miR-1976	PRKCA
hsa-miR-1976	BACE2
hsa-miR-1976	PIAS2
hsa-miR-1976	MPRIP
hsa-miR-1976	IRGQ
hsa-miR-1976	IRGQ
hsa-miR-1976	GK5
hsa-miR-1976	KREMEN1
hsa-miR-1976	ORAI2
hsa-miR-1976	LAX1
hsa-miR-1976	GNL3L
hsa-miR-1976	RIMS4
hsa-miR-1976	RIMS4
hsa-miR-198	PLXDC2
hsa-miR-198	PLXDC2
hsa-miR-198	KPNA6
hsa-miR-206	MYEF2
hsa-miR-206	C5orf51
hsa-miR-206	TBX3
hsa-miR-206	SPTLC3
hsa-miR-206	SLC25A22
hsa-miR-206	WEE1
hsa-miR-206	H3-3B
hsa-miR-206	STX6
hsa-miR-206	SMAD2
hsa-miR-206	TBX3
hsa-miR-206	NFAT5
hsa-miR-206	FSTL1
hsa-miR-206	NUP50
hsa-miR-206	GJA1
hsa-miR-206	PPIB
hsa-miR-206	SMAD2
hsa-miR-206	SMAD2
hsa-miR-206	NFAT5
hsa-miR-206	SMAD2
hsa-miR-206	SMAD2
hsa-miR-206	WEE1
hsa-miR-206	NT5C1B-RDH14
hsa-miR-2110	SKI
hsa-miR-2110	RHBDD1
hsa-miR-2110	SH3PXD2A
hsa-miR-2110	MAPK1
hsa-miR-2110	SP1
hsa-miR-2110	PTPN14
hsa-miR-2110	AR
hsa-miR-2110	CBX5
hsa-miR-2110	CBX5
hsa-miR-2110	ZBTB20
hsa-miR-2110	ZBTB20
hsa-miR-2110	RHBDD1
hsa-miR-2113	HECTD2
hsa-miR-2113	B3GALNT2
hsa-miR-2113	HECTD2
hsa-miR-2113	DYRK1A
hsa-miR-2113	B3GALNT2
hsa-miR-2113	HECTD2
hsa-miR-2113	RPS6KA6
hsa-miR-2113	RPS6KA6
hsa-miR-2113	NDUFA6
hsa-miR-2113	CLOCK
hsa-miR-2113	CCDC6
hsa-miR-2113	ELL2
hsa-miR-2113	DYRK1A
hsa-miR-2113	DYRK1A
hsa-miR-2113	DYRK1A
hsa-miR-2113	FBRSL1
hsa-miR-2113	ATXN1
hsa-miR-2113	ATXN1
hsa-miR-2117	STX6
hsa-miR-2117	STX6
hsa-miR-2117	FAM71F2
hsa-miR-2278	CBX6
hsa-miR-2278	RHOA
hsa-miR-2278	AFTPH
hsa-miR-2278	ATP8A2
hsa-miR-2278	ATP8A2
hsa-miR-2278	ATG14
hsa-miR-2278	ATG14
hsa-miR-2278	ATG14
hsa-miR-2278	ATG14
hsa-miR-2278	ATP8A2
hsa-miR-2278	AFTPH
hsa-miR-2278	B4GALT5
hsa-miR-2278	EFNA3
hsa-miR-2278	MECP2
hsa-miR-2278	RTL8C
hsa-miR-2278	MECP2
hsa-miR-2278	SHISA6
hsa-miR-2392	TAOK1
hsa-miR-2392	TAOK1
hsa-miR-2392	LPP
hsa-miR-2392	LPP
hsa-miR-2392	MLF2
hsa-miR-2392	MLF2
hsa-miR-2392	REPIN1
hsa-miR-2392	CCND1
hsa-miR-2392	TJAP1
hsa-miR-2392	UBN2
hsa-miR-2392	MSRB3
hsa-miR-2392	SETD5
hsa-miR-2392	MSRB3
hsa-miR-2392	FTSJ3
hsa-miR-2392	TAOK1
hsa-miR-2392	TAOK1
hsa-miR-2392	TAOK1
hsa-miR-2392	COX6B1
hsa-miR-2392	REPIN1
hsa-miR-2392	TJAP1
hsa-miR-2392	TJAP1
hsa-miR-2392	TJAP1
hsa-miR-2392	TJAP1
hsa-miR-2392	PDZD11
hsa-miR-2392	MLF2
hsa-miR-2392	MLF2
hsa-miR-2392	REPIN1
hsa-miR-2392	SETD5
hsa-miR-2392	REPIN1
hsa-miR-2392	REPIN1
hsa-miR-2392	TJAP1
hsa-miR-2392	TJAP1
hsa-miR-2392	TJAP1
hsa-miR-2392	TJAP1
hsa-miR-2392	TJAP1
hsa-miR-2392	TJAP1
hsa-miR-2392	TJAP1
hsa-miR-2392	TJAP1
hsa-miR-23c	FAM222B
hsa-miR-23c	FAM222B
hsa-miR-23c	FAM222B
hsa-miR-23c	FAM222B
hsa-miR-23c	TMEM170A
hsa-miR-23c	TMEM170A
hsa-miR-23c	TMEM170A
hsa-miR-23c	SESN2
hsa-miR-23c	FNIP1
hsa-miR-23c	TMEM170A
hsa-miR-23c	BTLA
hsa-miR-23c	TMEM170A
hsa-miR-23c	FAM222B
hsa-miR-23c	FNIP1
hsa-miR-23c	FNIP1
hsa-miR-2861	GRAMD1B
hsa-miR-2861	CTDSP1
hsa-miR-2861	AKT2
hsa-miR-2861	GRAMD1B
hsa-miR-2861	AKT2
hsa-miR-2861	INF2
hsa-miR-2861	GRAMD1B
hsa-miR-2861	AKT2
hsa-miR-2861	INF2
hsa-miR-2909	RHOG
hsa-miR-2909	RHOG
hsa-miR-2909	RHOG
hsa-miR-297	ZNF333
hsa-miR-297	EFCAB11
hsa-miR-297	TMEM132B
hsa-miR-297	ZNF333
hsa-miR-297	TSPAN2
hsa-miR-297	KATNAL1
hsa-miR-297	ZNF333
hsa-miR-297	DGKH
hsa-miR-297	ZNF268
hsa-miR-297	GABRG1
hsa-miR-297	DGKH
hsa-miR-297	AKT3
hsa-miR-297	SPSB1
hsa-miR-297	GLP1R
hsa-miR-297	THBS1
hsa-miR-297	DEK
hsa-miR-297	AKT3
hsa-miR-297	RBBP9
hsa-miR-297	RBBP9
hsa-miR-297	TMEM132B
hsa-miR-297	AKT3
hsa-miR-297	KATNAL1
hsa-miR-297	PAPSS2
hsa-miR-297	SDK2
hsa-miR-297	ZNF268
hsa-miR-297	ZNF268
hsa-miR-297	ZNF268
hsa-miR-297	ZNF268
hsa-miR-297	ZNF268
hsa-miR-297	DGKH
hsa-miR-298	ZBTB10
hsa-miR-298	DTWD2
hsa-miR-298	NECAB3
hsa-miR-298	NECAB3
hsa-miR-298	RNF165
hsa-miR-298	SRRM4
hsa-miR-298	NECAB3
hsa-miR-298	CLIP4
hsa-miR-298	CLIP4
hsa-miR-298	FBXO28
hsa-miR-298	FBXO28
hsa-miR-298	PPP1R11
hsa-miR-298	PAK2
hsa-miR-298	RAB5C
hsa-miR-298	DYRK1A
hsa-miR-298	CSDE1
hsa-miR-298	FBXO28
hsa-miR-298	FBXO28
hsa-miR-298	RAB5C
hsa-miR-300	REL
hsa-miR-300	LCOR
hsa-miR-300	RORA
hsa-miR-300	RORA
hsa-miR-300	RORA
hsa-miR-300	ATXN7L1
hsa-miR-300	ZNF652
hsa-miR-300	ATXN7L1
hsa-miR-300	RORA
hsa-miR-300	SLC6A8
hsa-miR-300	LCOR
hsa-miR-300	LCOR
hsa-miR-300	SLC6A8
hsa-miR-300	LCOR
hsa-miR-302e	PSD3
hsa-miR-302e	PSD3
hsa-miR-302e	PSD3
hsa-miR-302e	GPR155
hsa-miR-302e	GPR155
hsa-miR-302e	KLHL8
hsa-miR-302e	KLHL8
hsa-miR-302e	FAAP24
hsa-miR-302e	NME6
hsa-miR-302e	NME6
hsa-miR-302e	NME6
hsa-miR-302e	SAMD8
hsa-miR-302e	CXorf38
hsa-miR-302e	GPR155
hsa-miR-302e	ABHD15
hsa-miR-302e	NME6
hsa-miR-302e	CXorf38
hsa-miR-302e	GABPB1
hsa-miR-302e	AGO3
hsa-miR-302e	GABPB1
hsa-miR-302e	ESR1
hsa-miR-302e	MCUR1
hsa-miR-302e	KREMEN1
hsa-miR-302e	SAMD8
hsa-miR-302f	GSPT1
hsa-miR-302f	GSPT1
hsa-miR-302f	GSPT1
hsa-miR-3122	RNF24
hsa-miR-3122	C11orf58
hsa-miR-3122	ISY1
hsa-miR-3122	TFDP2
hsa-miR-3122	TYRO3
hsa-miR-3122	IRAK3
hsa-miR-3122	TYRO3
hsa-miR-3122	TFDP2
hsa-miR-3122	TFDP2
hsa-miR-3122	ERGIC1
hsa-miR-3122	IRAK3
hsa-miR-3122	SYNC
hsa-miR-3122	TFDP2
hsa-miR-3122	TFDP2
hsa-miR-3122	TFDP2
hsa-miR-3122	TFDP2
hsa-miR-3122	TFDP2
hsa-miR-3122	ISY1
hsa-miR-3125	SMG1
hsa-miR-3125	IGF1R
hsa-miR-3125	TRIM67
hsa-miR-3125	PDGFB
hsa-miR-3125	BTF3L4
hsa-miR-3125	HIF3A
hsa-miR-3125	HIF3A
hsa-miR-3125	HIF3A
hsa-miR-3125	HIF3A
hsa-miR-3125	SFT2D2
hsa-miR-3125	RPS6KA3
hsa-miR-3125	TRIM67
hsa-miR-3125	RPS6KA3
hsa-miR-3125	RPS6KA3
hsa-miR-3125	RPS6KA3
hsa-miR-3125	RPS6KA3
hsa-miR-3125	RPS6KA3
hsa-miR-3125	RPS6KA3
hsa-miR-3125	HDGFL3
hsa-miR-3125	BCL7A
hsa-miR-3125	HIF3A
hsa-miR-3125	HIF3A
hsa-miR-3125	USB1
hsa-miR-3125	PDGFB
hsa-miR-3125	RPS6KA3
hsa-miR-3125	GNL1
hsa-miR-3125	USB1
hsa-miR-3125	CCND2
hsa-miR-3125	CCND2
hsa-miR-3125	IGF1R
hsa-miR-3125	TRIM67
hsa-miR-3125	HSP90AA1
hsa-miR-3125	HSP90AA1
hsa-miR-3125	BCL7A
hsa-miR-3125	BTF3L4
hsa-miR-3125	USB1
hsa-miR-3125	BTF3L4
hsa-miR-3125	LUC7L2
hsa-miR-3128	KLHL15
hsa-miR-3128	CCNT1
hsa-miR-3132	VPS26B
hsa-miR-3132	SAR1A
hsa-miR-3132	NDUFA2
hsa-miR-3132	GNL1
hsa-miR-3132	BTG2
hsa-miR-3132	TK1
hsa-miR-3132	TK1
hsa-miR-3132	SAR1A
hsa-miR-3132	NDUFA2
hsa-miR-3135a	C9orf64
hsa-miR-3135a	C9orf64
hsa-miR-3135a	PGM2L1
hsa-miR-3135a	PGM2L1
hsa-miR-3135b	ELK1
hsa-miR-3135b	LONP2
hsa-miR-3135b	THY1
hsa-miR-3135b	LONP2
hsa-miR-3135b	YIPF4
hsa-miR-3135b	CCDC142
hsa-miR-3135b	CCDC142
hsa-miR-3135b	NKD1
hsa-miR-3135b	ST3GAL1
hsa-miR-3135b	ST3GAL1
hsa-miR-3135b	AGO3
hsa-miR-3135b	AGO3
hsa-miR-3135b	CYP20A1
hsa-miR-3135b	CYP20A1
hsa-miR-3135b	MPRIP
hsa-miR-3135b	MPRIP
hsa-miR-3135b	ST3GAL1
hsa-miR-3135b	MKLN1
hsa-miR-3135b	MKLN1
hsa-miR-3135b	POU2F3
hsa-miR-3135b	HEYL
hsa-miR-3135b	MPRIP
hsa-miR-3135b	PPP1R11
hsa-miR-3135b	LAMTOR3
hsa-miR-3135b	LAMTOR3
hsa-miR-3135b	AGO3
hsa-miR-3135b	AGO3
hsa-miR-3135b	ST3GAL1
hsa-miR-3135b	ELK1
hsa-miR-3135b	THY1
hsa-miR-3135b	MKLN1
hsa-miR-3135b	CCDC142
hsa-miR-3135b	CCDC142
hsa-miR-3135b	CYP20A1
hsa-miR-3135b	CYP20A1
hsa-miR-3135b	CYP20A1
hsa-miR-3135b	CYP20A1
hsa-miR-3135b	TIMM50
hsa-miR-3135b	MYO1C
hsa-miR-3135b	UQCC3
hsa-miR-3135b	ZFYVE27
hsa-miR-3135b	MAVS
hsa-miR-3135b	LAMTOR3
hsa-miR-3135b	LAMTOR3
hsa-miR-3135b	POU2F3
hsa-miR-3137	GYPA
hsa-miR-3137	GYPA
hsa-miR-3137	GYPA
hsa-miR-3138	LUZP1
hsa-miR-3138	LUZP1
hsa-miR-3138	PALM2AKAP2
hsa-miR-3138	PALM2AKAP2
hsa-miR-3138	HIF1AN
hsa-miR-3138	PALM2AKAP2
hsa-miR-3138	PALM2AKAP2
hsa-miR-3138	PALM2AKAP2
hsa-miR-3138	LUZP1
hsa-miR-3138	LUZP1
hsa-miR-3138	PALM2AKAP2
hsa-miR-3141	CTXN1
hsa-miR-3142	PLCB3
hsa-miR-3142	PLCB3
hsa-miR-3142	BZW1
hsa-miR-3142	BZW1
hsa-miR-3142	BZW1
hsa-miR-3143	MRFAP1
hsa-miR-3143	MRFAP1
hsa-miR-3143	CSDE1
hsa-miR-3147	HNRNPD
hsa-miR-3147	HNRNPD
hsa-miR-3147	HNRNPD
hsa-miR-3147	GPX1
hsa-miR-3148	DYNC1LI2
hsa-miR-3148	ZNF850
hsa-miR-3148	MDM4
hsa-miR-3148	MDM4
hsa-miR-3148	TMEM164
hsa-miR-3148	RTN4
hsa-miR-3148	MALT1
hsa-miR-3148	NCAM1
hsa-miR-3148	MEX3D
hsa-miR-3148	RTN4
hsa-miR-3148	RTN4
hsa-miR-3148	TMEM164
hsa-miR-3148	VIM
hsa-miR-3148	OCLN
hsa-miR-3148	OCLN
hsa-miR-3148	ASAP1
hsa-miR-3148	TNRC6A
hsa-miR-3148	TMEM164
hsa-miR-3148	NUFIP2
hsa-miR-3148	FHIP2A
hsa-miR-3148	HAPLN1
hsa-miR-3148	OCLN
hsa-miR-3148	ZFP36L1
hsa-miR-3148	USP15
hsa-miR-3148	MALT1
hsa-miR-3148	CALM1
hsa-miR-3148	RTN4
hsa-miR-3148	RTN4
hsa-miR-3148	TNRC6A
hsa-miR-3148	CALM1
hsa-miR-3148	NCAM1
hsa-miR-3148	NCAM1
hsa-miR-3148	NCAM1
hsa-miR-3149	METTL8
hsa-miR-3149	OPCML
hsa-miR-3149	THBS1
hsa-miR-3149	AR
hsa-miR-3149	AR
hsa-miR-3149	AR
hsa-miR-3149	OPCML
hsa-miR-3153	ZFP91
hsa-miR-3153	HYOU1
hsa-miR-3153	HYOU1
hsa-miR-3153	ZNF3
hsa-miR-3153	ZNF3
hsa-miR-3153	ZNF3
hsa-miR-3153	ZNF3
hsa-miR-3153	ZFP91
hsa-miR-3153	SESN3
hsa-miR-3153	SEPTIN6
hsa-miR-3153	SEPTIN6
hsa-miR-3153	ARL10
hsa-miR-3153	ARL10
hsa-miR-3153	ARL10
hsa-miR-3153	CMTM4
hsa-miR-3153	CMTM4
hsa-miR-3153	CMTM4
hsa-miR-3153	CMTM4
hsa-miR-3153	HYOU1
hsa-miR-3153	KCNB1
hsa-miR-3153	KCNB1
hsa-miR-3153	SEPTIN6
hsa-miR-3153	SEPTIN6
hsa-miR-3153	CMTM4
hsa-miR-3153	CMTM4
hsa-miR-3153	NPEPPS
hsa-miR-3153	SEPTIN6
hsa-miR-3153	ALKBH5
hsa-miR-3153	HDGF
hsa-miR-3153	KCNB1
hsa-miR-3153	KCNB1
hsa-miR-3153	MLF2
hsa-miR-3153	KMT2A
hsa-miR-3153	NPEPPS
hsa-miR-3153	HYOU1
hsa-miR-3153	AP3M2
hsa-miR-3153	PRRC2B
hsa-miR-3153	EPN1
hsa-miR-3153	NPEPPS
hsa-miR-3153	NPEPPS
hsa-miR-3153	MLF2
hsa-miR-3153	PRRC2B
hsa-miR-3153	PRRC2B
hsa-miR-3153	SDK1
hsa-miR-3153	HDGF
hsa-miR-3153	HDGF
hsa-miR-3153	EPN1
hsa-miR-3153	EPN1
hsa-miR-3153	AP3M2
hsa-miR-3153	KMT2A
hsa-miR-3154	ZFP91
hsa-miR-3154	PRRT2
hsa-miR-3154	PRRT2
hsa-miR-3154	URM1
hsa-miR-3154	DCAF5
hsa-miR-3154	DCAF5
hsa-miR-3154	SLC2A14
hsa-miR-3154	SLC2A14
hsa-miR-3154	SLC2A14
hsa-miR-3154	SLC2A14
hsa-miR-3154	SLC2A14
hsa-miR-3154	SLC2A14
hsa-miR-3154	SLC2A14
hsa-miR-3154	SLC2A14
hsa-miR-3154	SLC2A14
hsa-miR-3154	SLC2A14
hsa-miR-3154	URM1
hsa-miR-3154	ZFP91
hsa-miR-3154	ZFP91
hsa-miR-3154	SCAMP5
hsa-miR-3154	SCAMP5
hsa-miR-3154	PRRT2
hsa-miR-3154	SLC2A14
hsa-miR-3154	ANKRD52
hsa-miR-3154	ANKRD52
hsa-miR-3154	G3BP1
hsa-miR-3154	G3BP1
hsa-miR-3154	IDH3A
hsa-miR-3154	IDH3A
hsa-miR-3154	HOXB8
hsa-miR-3154	DUSP8
hsa-miR-3154	DUSP8
hsa-miR-3154	GRIN2A
hsa-miR-3154	DCAF5
hsa-miR-3154	DCAF5
hsa-miR-3154	ADGRL1
hsa-miR-3154	ADGRL1
hsa-miR-3154	PPP1R10
hsa-miR-3154	SKI
hsa-miR-3154	SKI
hsa-miR-3154	SKI
hsa-miR-3154	WNT8B
hsa-miR-3154	DCAF5
hsa-miR-3154	DCAF5
hsa-miR-3154	DUSP8
hsa-miR-3154	DUSP8
hsa-miR-3154	IDH3A
hsa-miR-3154	G3BP1
hsa-miR-3154	G3BP1
hsa-miR-3154	MKLN1
hsa-miR-3154	USP36
hsa-miR-3154	USP36
hsa-miR-3154	ADGRL1
hsa-miR-3154	ADGRL1
hsa-miR-3154	ING4
hsa-miR-3154	ING4
hsa-miR-3154	ING4
hsa-miR-3154	URM1
hsa-miR-3154	SCAMP5
hsa-miR-3154	SCAMP5
hsa-miR-3155a	GPR155
hsa-miR-3155a	GPR155
hsa-miR-3155a	NME6
hsa-miR-3155a	NME6
hsa-miR-3155a	NME6
hsa-miR-3155a	NME6
hsa-miR-3155a	NME6
hsa-miR-3155a	NME6
hsa-miR-3155a	GPR155
hsa-miR-3155a	ABHD2
hsa-miR-3155a	ABHD2
hsa-miR-3155a	NME6
hsa-miR-3155a	NME6
hsa-miR-3155a	MGAT5
hsa-miR-3155a	GPR155
hsa-miR-3155b	TOPBP1
hsa-miR-3155b	GPR155
hsa-miR-3155b	GPR155
hsa-miR-3155b	GPR155
hsa-miR-3155b	GPR155
hsa-miR-3155b	NME6
hsa-miR-3155b	NME6
hsa-miR-3155b	GPR155
hsa-miR-3155b	GPR155
hsa-miR-3155b	ABHD2
hsa-miR-3155b	ABHD2
hsa-miR-3155b	ABHD2
hsa-miR-3155b	CRTAP
hsa-miR-3155b	TOPBP1
hsa-miR-3155b	CRTAP
hsa-miR-3155b	GPR155
hsa-miR-3155b	GPR155
hsa-miR-3159	SOD2
hsa-miR-3159	SOD2
hsa-miR-3159	SOD2
hsa-miR-3159	NME6
hsa-miR-3159	NME6
hsa-miR-3159	NME6
hsa-miR-3159	NME6
hsa-miR-3159	NME6
hsa-miR-3159	XPNPEP3
hsa-miR-3159	TMEM135
hsa-miR-3159	NOL9
hsa-miR-3159	NME6
hsa-miR-3159	TMEM135
hsa-miR-3161	SLC38A2
hsa-miR-3161	ZNF367
hsa-miR-3161	QKI
hsa-miR-3161	QKI
hsa-miR-3161	QKI
hsa-miR-3161	ELOVL5
hsa-miR-3161	CCDC43
hsa-miR-3161	RRAS2
hsa-miR-3161	NETO2
hsa-miR-3161	ELOVL5
hsa-miR-3161	ELOVL5
hsa-miR-3163	KLF7
hsa-miR-3163	PTPRD
hsa-miR-3163	PTPRD
hsa-miR-3163	POU2F1
hsa-miR-3163	LIN28B
hsa-miR-3163	RBFOX2
hsa-miR-3163	RBFOX2
hsa-miR-3163	DEPDC1
hsa-miR-3163	PHIP
hsa-miR-3163	RRAGD
hsa-miR-3163	POU2F1
hsa-miR-3163	STX7
hsa-miR-3163	POU2F1
hsa-miR-3163	LIN28B
hsa-miR-3163	RBFOX2
hsa-miR-3163	PTPRD
hsa-miR-3163	RBFOX2
hsa-miR-3163	RBFOX2
hsa-miR-3163	RBFOX2
hsa-miR-3163	ZNF680
hsa-miR-3163	POU2F1
hsa-miR-3163	POU2F1
hsa-miR-3163	RAB18
hsa-miR-3164	ZFP1
hsa-miR-3164	ZFP1
hsa-miR-3164	ZFP1
hsa-miR-3165	PPM1L
hsa-miR-3165	PPM1L
hsa-miR-3165	PPM1L
hsa-miR-3165	RDH10
hsa-miR-3165	METTL14
hsa-miR-3165	MTHFD2
hsa-miR-3165	MKLN1
hsa-miR-3166	ARHGDIA
hsa-miR-3166	ARHGDIA
hsa-miR-3166	ARHGDIA
hsa-miR-3166	MRPS21
hsa-miR-3166	YWHAZ
hsa-miR-3166	YWHAZ
hsa-miR-3166	YWHAZ
hsa-miR-3166	YWHAZ
hsa-miR-3166	YWHAZ
hsa-miR-3166	YWHAZ
hsa-miR-3166	YWHAZ
hsa-miR-3166	YWHAZ
hsa-miR-3166	YWHAZ
hsa-miR-3166	YWHAZ
hsa-miR-3167	ATXN1
hsa-miR-3167	ATXN1
hsa-miR-3169	TTL
hsa-miR-3169	TTL
hsa-miR-3169	TMCC1
hsa-miR-3169	TMCC1
hsa-miR-3169	TMCC1
hsa-miR-3169	TMCC1
hsa-miR-3170	MEF2D
hsa-miR-3170	MEF2D
hsa-miR-3170	BMP8B
hsa-miR-3174	TMEM209
hsa-miR-3174	TMEM209
hsa-miR-3174	TMEM209
hsa-miR-3174	TMEM209
hsa-miR-3174	NFAT5
hsa-miR-3174	TIPRL
hsa-miR-3174	SH3TC2
hsa-miR-3174	TNNI1
hsa-miR-3175	ZBTB7A
hsa-miR-3175	TNPO2
hsa-miR-3175	TNPO2
hsa-miR-3175	SEC16A
hsa-miR-3175	FAM168A
hsa-miR-3175	FAM168A
hsa-miR-3175	BNC2
hsa-miR-3175	ZBTB7A
hsa-miR-3175	ASPH
hsa-miR-3175	ASPH
hsa-miR-3175	NACC1
hsa-miR-3175	C5orf24
hsa-miR-3175	PPP2R5D
hsa-miR-3175	HNRNPA3
hsa-miR-3175	NFIC
hsa-miR-3175	SHISA6
hsa-miR-3175	SHISA6
hsa-miR-3175	C5orf24
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	RGS6
hsa-miR-3175	EIF5A
hsa-miR-3175	EIF5A
hsa-miR-3175	PALD1
hsa-miR-3175	FAM168A
hsa-miR-3175	ZBTB7A
hsa-miR-3175	ZBTB7A
hsa-miR-3175	BNC2
hsa-miR-3175	BNC2
hsa-miR-3175	ASPH
hsa-miR-3175	ASPH
hsa-miR-3175	TMEM109
hsa-miR-3175	EIF5A
hsa-miR-3175	EIF5A
hsa-miR-3175	MSN
hsa-miR-3175	CALR
hsa-miR-3175	NFIC
hsa-miR-3175	LPCAT3
hsa-miR-3175	PPP2R5D
hsa-miR-3175	TXNIP
hsa-miR-3175	HIC1
hsa-miR-3175	CBX5
hsa-miR-3175	HNRNPA3
hsa-miR-3175	HNRNPA3
hsa-miR-3175	EIF5A
hsa-miR-3175	EIF5A
hsa-miR-3175	ADRA2B
hsa-miR-3175	CACNA1C
hsa-miR-3175	HIC1
hsa-miR-3175	EIF5AL1
hsa-miR-3175	EIF5AL1
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	C5orf24
hsa-miR-3175	EIF5A
hsa-miR-3175	EIF5A
hsa-miR-3175	EIF5A
hsa-miR-3175	EIF5A
hsa-miR-3175	EIF5A
hsa-miR-3175	EIF5A
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	CACNA1C
hsa-miR-3175	SHISA6
hsa-miR-3175	SHISA6
hsa-miR-3175	SHISA6
hsa-miR-3175	NFIC
hsa-miR-3175	NFIC
hsa-miR-3175	NFIC
hsa-miR-3176	OPA3
hsa-miR-3176	RAB30
hsa-miR-3176	RAB30
hsa-miR-3176	RAB30
hsa-miR-3176	PHF13
hsa-miR-3176	PHF13
hsa-miR-3176	OPA3
hsa-miR-3176	OPA3
hsa-miR-3176	RAB30
hsa-miR-3176	OPA3
hsa-miR-3176	OPA3
hsa-miR-3176	SP4
hsa-miR-3176	STC2
hsa-miR-3176	IFNAR1
hsa-miR-3176	IGFBP5
hsa-miR-3176	IGFBP5
hsa-miR-3176	IFNAR1
hsa-miR-3178	TRAF3
hsa-miR-3178	TRAF3
hsa-miR-3178	BVES
hsa-miR-3178	TRAF3
hsa-miR-3178	TRAF3
hsa-miR-3178	TRAF3
hsa-miR-3178	TRAF3
hsa-miR-3182	ZZZ3
hsa-miR-3182	ZZZ3
hsa-miR-3182	KCNN3
hsa-miR-3182	KCNN3
hsa-miR-3182	KCNN3
hsa-miR-3182	KCNN3
hsa-miR-3182	KCNN3
hsa-miR-3182	ZZZ3
hsa-miR-3182	NR3C1
hsa-miR-3182	KCNN3
hsa-miR-3183	PITPNM3
hsa-miR-3183	PITPNM3
hsa-miR-3183	CCBE1
hsa-miR-3183	CCBE1
hsa-miR-3183	NFAM1
hsa-miR-3183	KCNN3
hsa-miR-3183	CCBE1
hsa-miR-3183	CMKLR1
hsa-miR-3183	KCNN3
